tour_food,tour_food_theme,tour_food_tag,tour_food_score,like,zzim,review
만선바다,제주시 > 제주시내,#음식 #고등어 #고등어구이 #고등어조림 #쌈밥 #전복버터구이 #회 #갈치조림 #옥돔구이 #활어회 #광어회 #우럭회 #황돔회 #도다리회 #모둠회 #한치회 #방어회 #해산물 #소라 #멍게 #해삼 #전복 #회덮밥 #물회 #한치물회 #전복물회,0,1,0,0
만세국수 본점,제주시 > 제주시내,#고기국수 #음식 #식당 #멸치국수 #내장국밥 #따로국밥 #도가니탕 #꼬리곰탕 #도가니전골 #꼬리전골 #찹쌀순대 #물만두 #콩국수 #냉국수,0,1,4,0
만월당,제주시 > 구좌,#음식 #식당 #전복리조또 #파스타 #크림파스타 #스테이크 #새우로제파스타 #샐러드,0,0,5,0
만조이천쌀밥,서귀포시 > 성산,#한식 #음식 #해물뚝배기 #전복뚝배기 #갈치조림 #고등어조림 #청국장 #전복돌솥밥,0,2,32,0
만족한상회,서귀포시 > 중문,# 갈치 # 갈치조림 # 우럭탕수 # 통갈치구이 # 간장게장 # 갈치뼈강정,0,0,0,0
만지식당,제주시 > 애월,# 돈까스 # 돈카츠정식 # 새우튀김우동 # 에비우동 # 텐자루소바,0,0,1,0
만추안,서귀포시 > 중문,#짬뽕 #칠리새우 #짜장면 #유산슬 #중식,0,0,0,0
맛있는집,서귀포시 > 서귀포시내,#착한가격업소,0,1,13,0
맛존디국수,서귀포시 > 중문,# 돔베고기 # 몸국 # 보말죽 # 순대국밥,0,0,0,0
망고홀릭 법환점,서귀포시 > 서귀포시내,#망고홀릭디저트 #음식 #망고 #망고빙수 #망고스무디 #망고에이드 #망고주스 #망고요거트 #팥빙수 #눈꽃빙수 #쉐이크 #아메리카노 #카페라떼 #카푸치노 #카페모카 #카라멜라떼 #요거트스무디 #딸기요거트스무디 #망고요거트스무디 #에이드 #자몽에이드 #레몬에이드 #차 #자몽차 #레몬차 #유자차 #모과차 #와플 #허니브레드,0,1,3,0
매기의 추억,제주시 > 애월,#디저트 #음식 #치즈케이크 #아메리카노 #홍차 #카페라떼 #에스프레소 #샤케라또 #바닐라라떼 #카푸치노 #카라멜마끼아또 #카페모카 #핸드드립커피 #라떼 #홍차라떼 #녹차라떼 #핫초코 #자몽차 #청귤차 #차 #에이드 #레몬에이드 #자몽에이드 #패션후르츠에이드 #아이스초코 #페퍼민트 #카모마일 #허브티,0,0,3,0
매일통닭,서귀포시 > 서귀포시내,#올레시장 #닭강정 #음식 #식당 #후라이드치킨 #튀김통닭 #순살치킨 #마늘치킨,0,0,1,0
맥파이 브루어리,제주시 > 제주시내,#여름 #커플 #맥주 #수제맥주 #제주양조장 #피맥집 #맥파이 #음식 #피자 #하와이안피자 #페퍼로니피자 #치킨 #후라이드치킨 #감자튀김,0,1,21,0
맥파이 블루버드,제주시 > 제주시내,#맥파이 #음식 #식당 #술 #피자 #바베큐치킨피자 #페퍼로니피자 #하와이안피자 #치킨텐더 #시저샐러드 #감자튀김,0,0,1,0
맨도롱해장국,서귀포시 > 서귀포시내,#서귀동 #서귀포시 #소머리국밥 #자리물회 #황태콩나물해장국 #음식 #식당 #보말칼국수 #고기국수 #해물뚝배기 #한우소머리국밥 #뼈해장국 #순두부 #국밥 #순대국밥 #돼지국밥 #내장국밥 #섞어국밥,0,0,3,0
머문카페,제주시 > 구좌,#음식 #치즈케이크 #쿠키 #아메리카노 #에이드 #주스 #케이크 #모히또 #쉐이크 #연유라떼 #카페라떼 #카푸치노 #바닐라라떼 #카라멜라떼 #카페모카 #에스프레소 #아포가토 #라떼 #콜드브루 #콜드브루라떼 #초코라떼 #녹차라떼 #밀크티 #고구마라떼 #차 #얼그레이 #카모마일 #페퍼민트 #잉글리쉬브렉퍼스트 #유자차 #생강차 #청귤차 #꽃차 #플레인요거트 #요거트스무디 #딸기요거트스무디 #망고요거트스무디 #빵 #마늘바게트 #바게트 #크로아상 #무장애관광,0,0,9,0
먹돌 제주본점,제주시 > 제주시내,# 육전 # 뿔소라 # 문어 # 비빔국수,0,0,2,0
먹쿠슬낭여행자카페,제주시 > 제주시내,#음식 #애플망고스무디 #파스타 #과일주스 #주스 #샌드위치 #해산물토마토파스타 #바질페스토파스타 #크림파스타 #알리오올리오파스타 #딱새우 #덮밥 #불고기덮밥 #필라프 #새우필라프 #호박수프 #바게트 #토스트 #요거트 #아이스크림 #녹차아이스크림 #에스프레소 #아메리카노 #카페라떼 #카라멜마끼아또 #바닐라라떼 #차 #레몬차 #유자차 #라떼 #망고라떼 #그린티라떼 #딸기라떼 #흑당버블티 #초코라떼 #에이드 #망고에이드 #유자에이드 #레몬에이드 #망고주스 #요거트스무디 #스무디 #딸기스무디 #초코스무디 #녹차스무디,0,0,5,0
메로식당,서귀포시 > 서귀포시내,#안심채움 #맛있는제주만들기 #음식 #식당,0,1,8,0
메밀꽃제주,제주시 > 조천,# 막국수 # 비빔막국수 # 돼지불고기,0,0,1,0
메종드쁘티푸르,제주시 > 제주시내,#음식 #카페 #빵 #베이커리 #에스프레소 #아메리카노 #카페라떼 #카푸치노 #카라멜마끼아또 #카페모카 #바닐라카페라떼 #라떼 #고구마라떼 #녹차라떼 #초코라떼 #딸기라떼 #밀크티 #차 #아이스티 #복숭아아이스티 #레몬아이스티 #딸기스무디 #레몬생강차 #오미자차 #국화차 #페퍼민트 #카모마일 #홍차 #레몬그라스 #청귤차 #유자차 #에이드 #레몬에이드 #자몽에이드 #오미자에이드 #청포도에이드 #팥빙수 #주스 #망고주스 #자몽주스 #에그타르트 #브리오슈 #고로케 #토스트 #케이크,0,0,2,0
면사무소,제주시 > 애월,#음식 #장칼국수 #부추전 #식당 #돌문어 #무장애관광 #착한가격업소,0,0,2,0
면주막,제주시 > 조천,# 돔베고기 # 전복꼬치 # 소라꼬치,0,0,0,0
명도암생이소리,제주시 > 제주시내,# 옥돔정식 # 전복뚝배기 # 성게미역국,0,0,0,0
명리동식당구좌직영점,제주시 > 구좌,# 삼겹살 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
명문가시리식당,서귀포시 > 표선,#보말국 #두루치기 #음식,0,0,9,0
명물,제주시 > 제주시내,#회 #구이 #음식 #갈치조림 #고등어조림 #갈치구이 #고등어구이 #옥돔구이 #전복뚝배기 #우럭매운탕 #2022고메페스타,0,0,2,0
명성식당,제주시 > 제주시내,#한식 #된장찌개 #음식 #옥돔 #옥돔구이 #생선구이정식 #정식 #한정식,0,1,9,0
명태명가,제주시 > 제주시내,#음식 #식당 #명태조림 #골뱅이숙회 #숙회 #생선구이정식 #고등어구이 #임연수구이 #물만두 #무장애관광,0,0,0,0
명품전통육개장 본점,제주시 > 제주시내,#음식 #식당 #고사리 #육개장칼국수 #칼국수 #보쌈 #메밀왕만두 #만두 #왕만두 #갈비만두 #양지무침 #보쌈무침 #육개장전골,0,0,0,0
모노클제주,서귀포시 > 남원,#베이커리 #음식 #디저트 #아메리카노 #바닐라라떼 #카페라떼 #카페모카 #아인슈페너 #라떼 #플랫화이트 #스파클링 #콜드브루 #아이스티 #에이드 #차 #밀크티 #생과일주스 #녹차 #홍차 #꽃차,0,0,3,0
모뉴에트,제주시 > 구좌,#음식 #카페 #아메리카노 #라떼 #카페라떼 #말차 #츄러스 #얼그레이 #인절미,0,0,2,0
모니카옛날통닭,제주시 > 제주시내,# 고추야채치킨,0,0,0,0
모닥치기,제주시 > 제주시내,#음식 #식당 #떡볶이 #치즈떡볶이 #라볶이 #김밥 #치즈김밥 #참치김밥 #멸치고추김밥 #라면 #순대 #수제돈까스 #모둠튀김 #튀김 #김말이튀김 #새우튀김 #오징어튀김 #감자튀김,0,0,0,0
모던돔베,제주시 > 제주시내,# 비빔국수 # 돔베고기,0,0,1,0
모리노코에,제주시 > 제주시내,#음식 #아메리카노 #카푸치노 #카페라떼 #자몽에이드 #에이드 #아이스티 #핸드드립커피 #에스프레소 #카페모카 #카라멜마끼아또 #모카치노 #아포가토 #라떼 #초코라떼 #녹차라떼 #차 #레몬차 #레몬에이드 #유자차 #생강차 #자몽차 #스무디 #딸기스무디 #키위스무디 #팥빙수 #녹차팥빙수 #눈꽃빙수,0,0,4,0
모메존,제주시 > 제주시내,#칼국수 #문어 #전복죽 #성게국 #2022고메페스타,0,4,10,0
모몽더티하우스,제주시 > 한경,#반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
모슬포제빵소,서귀포시 > 대정,# 마늘바게트 # 감자빵 # 깜파뉴 # 치아바타 # 베이글,0,0,0,0
모앙,제주시 > 제주시내,#베이커리 #음식 #빵 #녹차파운드 #초코파운드 #아메리카노 #카페라떼 #커피 #바닐라라떼 #헤이즐넛라떼 #크림라떼 #아인슈페너 #아포가토 #라떼 #에이드 #레몬에이드 #자몽에이드 #차 #자몽차 #레몬차 #말차라떼 #홍차 #허브티 #얼그레이 #잉글리쉬브렉퍼스트 #카모마일 #밀크티 #바닐라아이스크림,0,0,2,0
모이세해장국 노형점,제주시 > 제주시내,#음식 #식당 #육개장 #순두부 #콩나물해장국 #두루치기 #왕갈비탕 #왕만두 #냉면 #물냉면 #비빔냉면 #갈비탕,0,0,4,0
모카다방,서귀포시 > 남원,# 카페 # 에이드 # 귤블랑 # 커피 # 티라미수 # 핫초코,0,0,1,0
몬스터살롱,제주시 > 제주시내,#음식 #츄러스 #햄버거 #치즈버거 #감자튀김 #에스프레소 #아메리카노 #카페라떼 #바닐라라떼 #카페모카 #카라멜마끼아또 #초코라떼 #그린티라떼 #주스 #자몽주스 #오렌지주스 #에이드 #레몬에이드 #유자에이드 #자몽에이드 #오렌지에이드 #아이스티 #복숭아아이스티 #레몬아이스티 #쉐이크 #라떼 #차 #유자차 #레몬차 #모과차 #맥주,0,0,11,0
몬스테라 자구리,서귀포시 > 서귀포시내,#음식 #쌀국수 #소고기쌀국수 #새우볶음밥 #분보싸오 #해물볶음밥 #반미 #퍼보 #베트남쌀국수 #매운쌀국수 #아메리카노 #패션후르츠에이드 #자몽에이드 #에이드 #차 #꽃차,0,1,7,0
못잊어 감자탕,제주시 > 제주시내,#음식 #식당 #뼈다귀해장국,0,0,0,0
몽그레 월정리점,제주시 > 구좌,# 찰보리과자 # 말차 # 우도땅콩 # 그릭요거트,0,0,1,0
몽생이,제주시 > 한경,#음식 #소머리국밥 #김치찌개 #수육,0,0,22,0
묘한상점 묘한카페,서귀포시 > 성산,#스무디 #소품 #음식 #차 #청귤차 #녹차 #꽃차 #아메리카노 #핸드드립커피 #에이드 #미숫가루 #레몬에이드 #요거트스무디 #라떼 #페퍼민트 #자스민티 #보이차 #국화차 #유자차,0,0,2,0
무로이 신화월드점,서귀포시 > 안덕,# 티라미수 # 솔티카라멜라떼 # 아이스크림 # 휘낭시에,0,0,0,0
무상찻집,제주시 > 제주시내,#흑차 #디저트 #카페 #음식 #도라지차 #아메리카노 #식혜 #양갱 #티라미수 #차,0,0,4,0
무진장회식당,제주시 > 제주시내,#음식 #광어회 #방어회 #옥돔구이 #회덮밥 #착한가격업소,0,0,1,0
문게야,제주시 > 제주시내,#우럭조림 #우럭매운탕 #음식 #문어 #문어물회 #문어볶음 #횔어우럭매운탕 #해물라면 #한치회 #한치물회 #전복물회 #라면 #한치 #2022고메페스타 #문어라면,0,0,1,0
문쏘,제주시 > 한림,#음식 #2022고메페스타 #반려동물 #반려동물동반입장 #반려동물동반_식당카페 #부타동,0,0,22,0
문어빵굽는 문빵9 서귀포올레시장,서귀포시 > 서귀포시내,#디저트 #음식 #전통시장 #쇼핑 #상점/상가 #주스 #과일주스,0,1,18,0
문치비 본점,서귀포시 > 서귀포시내,#음식 #식당 #김치찌개 #냉면 #목살 #갈매기살 #항정살 #흑돼지김치찌개 #물냉면 #비빔냉면 #열무냉면 #얼큰라면 #근고기,0,0,0,0
물항식당 탑동점,제주시 > 제주시내,# 갈치조림 # 회,0,0,0,0
미깡창고,제주시 > 애월,# 자두에이드 # 밀크티 # 과일차,0,0,1,0
미나리(제주시),제주시 > 제주시내,#돼지고기 #신제주 #음식 #돼지불백 #식당 #불백,0,0,2,0
미도식당,서귀포시 > 안덕,# 향토음식점 # 옥돔구이 # 전복죽 # 성게미역국 # 흑돼지두루치기,0,0,0,0
미드나잇 제주,서귀포시 > 안덕,#음식 #식당 #파스타 #치즈닭갈비 #돼지짜글이 #어묵탕 #국물떡볶이 #철판순대볶음 #옛날통닭 #닭갈비 #포테이토 #아이스황도 #황도 #주먹밥,0,0,0,0
미래뷔페정식,서귀포시 > 서귀포시내,#음식 #식당 #한정식 #정식,0,0,0,0
미리로,제주시 > 제주시내,# 크림라떼 # 차 # 레몬에이드 # 아인슈페너 # 조각케이크,0,0,0,0
미미국수,제주시 > 제주시내,#음식 #식당 #국수 #비빔국수 #열무국수 #비빔밥 #순대국밥 #국밥 #불족 #돔베고기 #물만두 #만두 #김치전 #감자전 #찹쌀순대 #순대 #가오리무침 #검은콩국수,0,0,2,0
미번베트남쌀국수,제주시 > 한림,#음식 #소고기쌀국수 #새우볶음밥 #볶음밥 #분짜 #베트남쌀국수,0,0,4,0
미복빈대떡,제주시 > 제주시내,#굴전 #육전 #음식 #꼬막무침 #해물파전 #부추전 #계란말이 #김치찌개 #한식 #해물녹두빈대떡 #녹두빈대떡 #부침개 #고기파전 #김치전 #김치전골 #오뎅탕,0,1,2,0
미쁜제과,서귀포시 > 대정,# 소금빵 # 쿠키 # 크림커피 # 케이크,0,0,3,0
미소짓는 흑도야지,제주시 > 제주시내,#음식 #오겹살 #삼겹살 #항정살 #가브리살 #흑돼지구이 #돼지구이 #김치찌개 #된장찌개 #냉면,0,0,7,0
미스칠,제주시 > 제주시내,# 돔베고기 # 전복돌솥밥 # 갈치구이 # 갈치조림 # 전복게우젓 # 전복구이 # 전복장,0,0,0,0
미스커피,서귀포시 > 남원,# 스무디 # 커피 # 생강차,0,0,0,0
미스터크랩,서귀포시 > 남원,# 랍스터 # 새우 # 전복 # 가리비,0,0,1,0
미스틱3도,제주시 > 제주시내,#먹이주기체험 #음식 #카페 #에이드 #아이스티 #레몬아이스티 #수제요거트 #녹차라떼 #밀크티 #아이스크림 #바닐라아이스크림 #녹차아이스크림 #초코아이스크림 #에스프레소 #아인슈페너 #크림라떼 #카푸치노 #카페라떼 #바닐라라떼 #라떼 #아포가토 #콜드브루 #차 #레몬생강차 #레몬차 #카모마일 #얼그레이 #에그타르트 #케이크 #샌드위치 #반려동물 #반려동물동반입장 #반려동물동반_식당카페,0,1,6,0
미쎄스 올리브,서귀포시 > 서귀포시내,# 샐러드 # 화덕피자 # 리조또 # 와인,0,0,0,0
미인빵,제주시 > 제주시내,# 식빵 # 단팥빵 # 소보로빵 # 모닝빵 # 쇼콜라 # 카스테라 # 맘모스빵,0,0,1,0
미쿠니,제주시 > 제주시내,#제주카페 #음식 #식당 #카페 #아메리카노 #카페라떼 #플랫화이트 #핸드드립커피 #카푸치노 #에스프레소 #큐브라떼 #라떼 #바닐라라떼 #돌체라뗴 #아인슈페너 #얼그레이 #로얄밀크티 #자몽티 #블랙티 #루이보스 #핫초코 #아이스초코 #자몽에이드 #레몬티 #레몬에이드 #차 #에이드 #카모마일 #티라미수 #마들렌 #쿠키 #케이크,0,0,2,0
미풍해장국 본점,제주시 > 제주시내,# 수육 # 소고기해장국,0,0,0,0
미풍해장국 서귀포직영점,서귀포시 > 서귀포시내,#음식 #식당 #소고기해장국 #소머리수육,0,0,3,0
민봉태중화요리,제주시 > 제주시내,#음식 #짬뽕 #고기짬뽕 #해물짬뽕 #해물짜장 #간짜장 #탕수육 #잡채밥 #볶음밥 #새우볶음밥,0,0,7,0
밀리우,서귀포시 > 표선,#애프터눈 티 #호텔 레스토랑 #음식 #무장애관광 #킹크랩 #랍스터 #스테이크 #안심스테이크 #양갈비스테이크 #와인,0,0,2,0
바끄레카페,서귀포시 > 서귀포시내,# 커피 # 생과일주스 # 샌드위치 # 와플,0,0,0,0
바닐라파레트,제주시 > 제주시내,#음식 #아메리카노 #카페라떼 #녹차라떼 #돌체라떼 #딸기라떼 #딸기스무디 #빵 #에그타르트 #크림라떼 #에이드 #라떼 #차 #밀크티 #홍차 #얼그레이 #플랫화이트 #카푸치노 #콜드브루 #콜드브루라떼 #바닐라라떼 #치즈케이크,0,0,3,0
바다가는길,서귀포시 > 서귀포시내,#커피 #음료 #티타임 #음식 #아메리카노 #에스프레소 #카페모카 #카페라떼 #카푸치노 #바닐라라떼 #카라멜마끼아또 #연유라떼 #아포가토 #라떼 #레몬차 #차 #자몽차 #오미자차 #생강차 #홍삼차 #허브티 #카모마일 #생과일주스 #아이스크림 #젤라또 #스무디 #망고스무디 #키위스무디 #딸기스무디 #요거트 #녹차라떼 #고구마라떼 #초코라떼 #생강라떼 #핫도그,0,0,0,0
바다를 본 돼지(서귀포점),서귀포시 > 서귀포시내,#음식 #돼지구이 #흑돼지구이 #오겹살 #목살 #된장찌개 #흑돼지오겹살 #키조개볶음 #새우구이 #전복구이 #전복뚝배기 #김치찌개,0,0,9,0
바다바라,서귀포시 > 중문,# 한라봉 # 아이스크림 # 에이드 # 몽블랑 # 커피 # 콜드브루,0,0,0,0
바다보는날,제주시 > 애월,# 한치라면 # 한치튀김,0,0,0,0
